Cesta,Lokacija,Smer,Št. vozil [N/h],Hitrost [km/h],Razmik [s],Zasedenost [%],Čas,Stanje
,Rožna dolina -Nova Gorica336349.47.801.06.2026 10:05:00Normalen promet,Rožna dolina -Nova Gorica,336,34,9.4,7.8,01.06.2026 10:05:00,Normalen promet
R2-444,Ajdovščina 2Ajdovščina - Selo2405812.93.301.06.2026 10:05:00Normalen promet,Ajdovščina - Selo,240,58,12.9,3.3,01.06.2026 10:05:00,Normalen promet
,Ajdovščina - Selo2046217.42.701.06.2026 10:05:00Normalen promet,Ajdovščina - Selo,204,62,17.4,2.7,01.06.2026 10:05:00,Normalen promet
R2-444,Tri hišeAjševica - Ozeljan2286812.92.701.06.2026 10:10:00Normalen promet,Ajševica - Ozeljan,228,68,12.9,2.7,01.06.2026 10:10:00,Normalen promet
,Ozeljan - Ajševica348629.94.601.06.2026 10:10:00Normalen promet,Ozeljan - Ajševica,348,62,9.9,4.6,01.06.2026 10:10:00,Normalen promet
R2-444,Gradišče pri VipaviManče - Vipava1445626.42.201.06.2026 10:05:00Normalen promet,Manče - Vipava,144,56,26.4,2.2,01.06.2026 10:05:00,Normalen promet
,Vipava - Manče2046418.12.701.06.2026 10:05:00Normalen promet,Vipava - Manče,204,64,18.1,2.7,01.06.2026 10:05:00,Normalen promet
R2-444,OzeljanSelo - Tri hiše2165016.33.501.06.2026 10:05:00Normalen promet,Selo - Tri hiše,216,50,16.3,3.5,01.06.2026 10:05:00,Normalen promet
,Tri hiše - Selo2165316.03.401.06.2026 10:05:00Normalen promet,Tri hiše - Selo,216,53,16.0,3.4,01.06.2026 10:05:00,Normalen promet
R2-445,SenadoličeSenožeče - Sežana3672115.40.401.06.2026 10:05:00Normalen promet,Senožeče - Sežana,36,72,115.4,0.4,01.06.2026 10:05:00,Normalen promet
,Sežana - Senožeče488970.60.401.06.2026 10:05:00Normalen promet,Sežana - Senožeče,48,89,70.6,0.4,01.06.2026 10:05:00,Normalen promet
R2-445,ŠtorjeSenožeče - Sežana1088730.60.901.06.2026 10:05:00Normalen promet,Senožeče - Sežana,108,87,30.6,0.9,01.06.2026 10:05:00,Normalen promet
,Sežana - Senožeče728449.70.701.06.2026 10:05:00Normalen promet,Sežana - Senožeče,72,84,49.7,0.7,01.06.2026 10:05:00,Normalen promet
R2-445,Sežana 3Fernetiči - Sežana420377.69.401.06.2026 10:05:00Normalen promet,Fernetiči - Sežana,420,37,7.6,9.4,01.06.2026 10:05:00,Normalen promet
,Sežana - Fernetiči612365.013.701.06.2026 10:05:00Povečan promet,Sežana - Fernetiči,612,36,5.0,13.7,01.06.2026 10:05:00,Povečan promet
R2-446,SežanaDivača - Sežana1564319.82.901.06.2026 10:05:00Normalen promet,Divača - Sežana,156,43,19.8,2.9,01.06.2026 10:05:00,Normalen promet
,Sežana - Divača1325424.02.001.06.2026 10:05:00Normalen promet,Sežana - Divača,132,54,24.0,2.0,01.06.2026 10:05:00,Normalen promet
R2-447,ŠentvidLukovica - Želodnik2404714.04.401.06.2026 10:10:00Normalen promet,Lukovica - Želodnik,240,47,14.0,4.4,01.06.2026 10:10:00,Normalen promet
,Želodnik - Lukovica2044317.24.101.06.2026 10:10:00Normalen promet,Želodnik - Lukovica,204,43,17.2,4.1,01.06.2026 10:10:00,Normalen promet
R2-447,Depala vasDomžale - Trzin780623.910.801.06.2026 10:05:00Zgoščen promet,Domžale - Trzin,780,62,3.9,10.8,01.06.2026 10:05:00,Zgoščen promet
,Trzin - Domžale600665.47.801.06.2026 10:05:00Povečan promet,Trzin - Domžale,600,66,5.4,7.8,01.06.2026 10:05:00,Povečan promet
R2-447,ŠempeterŠempeter - Vrbensko polje576545.59.301.06.2026 10:10:00Povečan promet,Šempeter - Vrbensko polje,576,54,5.5,9.3,01.06.2026 10:10:00,Povečan promet
,Vrbensko polje - Šempeter600444.912.501.06.2026 10:10:00Povečan promet,Vrbensko polje - Šempeter,600,44,4.9,12.5,01.06.2026 10:10:00,Povečan promet
R2-447,ŽelodnikDomžale - Želodnik396549.07.101.06.2026 10:10:00Normalen promet,Domžale - Želodnik,396,54,9.0,7.1,01.06.2026 10:10:00,Normalen promet
,Želodnik - Domžale2765612.34.401.06.2026 10:10:00Normalen promet,Želodnik - Domžale,276,56,12.3,4.4,01.06.2026 10:10:00,Normalen promet
R2-447,TaborŠentrupert - Vransko966838.91.101.06.2026 10:10:00Normalen promet,Šentrupert - Vransko,96,68,38.9,1.1,01.06.2026 10:10:00,Normalen promet
,Vransko - Šentrupert1086636.11.601.06.2026 10:10:00Normalen promet,Vransko - Šentrupert,108,66,36.1,1.6,01.06.2026 10:10:00,Normalen promet
R2-447,Trojane 2Ločica - Trojane1205937.81.701.06.2026 10:05:00Normalen promet,Ločica - Trojane,120,59,37.8,1.7,01.06.2026 10:05:00,Normalen promet
,Trojane - Ločica725957.40.901.06.2026 10:05:00Normalen promet,Trojane - Ločica,72,59,57.4,0.9,01.06.2026 10:05:00,Normalen promet
R2-447,TrojaneLukovica - Trojane725647.21.201.06.2026 10:10:00Normalen promet,Lukovica - Trojane,72,56,47.2,1.2,01.06.2026 10:10:00,Normalen promet
,Trojane - Lukovica726551.40.901.06.2026 10:10:00Normalen promet,Trojane - Lukovica,72,65,51.4,0.9,01.06.2026 10:10:00,Normalen promet
R2-447,Žalec (Tuš)Šempeter - Žalec2525615.13.501.06.2026 10:10:00Normalen promet,Šempeter - Žalec,252,56,15.1,3.5,01.06.2026 10:10:00,Normalen promet
,Zalec - Šempeter552506.19.701.06.2026 10:10:00Povečan promet,Zalec - Šempeter,552,50,6.1,9.7,01.06.2026 10:10:00,Povečan promet
R2-447,VranskoLočica - Vransko966438.41.301.06.2026 10:10:00Normalen promet,Ločica - Vransko,96,64,38.4,1.3,01.06.2026 10:10:00,Normalen promet
,Vransko - Ločica1927017.02.101.06.2026 10:10:00Normalen promet,Vransko - Ločica,192,70,17.0,2.1,01.06.2026 10:10:00,Normalen promet
R2-447,DomžaleDomžale - Trzin516517.18.401.06.2026 10:05:00Povečan promet,Domžale - Trzin,516,51,7.1,8.4,01.06.2026 10:05:00,Povečan promet
,Trzin - Domžale360528.85.501.06.2026 10:05:00Normalen promet,Trzin - Domžale,360,52,8.8,5.5,01.06.2026 10:05:00,Normalen promet
R2-448,KarteljevoPriklj. NM zahod - Sentjurij1086137.11.901.06.2026 10:10:00Normalen promet,Priklj. NM zahod - Sentjurij,108,61,37.1,1.9,01.06.2026 10:10:00,Normalen promet
,Šentjurij - priklj. NM Zahod1805819.92.501.06.2026 10:10:00Normalen promet,Šentjurij - priklj. NM Zahod,180,58,19.9,2.5,01.06.2026 10:10:00,Normalen promet
R2-448,OtočecLešnica - Otočec3128411.23.201.06.2026 10:10:00Normalen promet,Lešnica - Otočec,312,84,11.2,3.2,01.06.2026 10:10:00,Normalen promet
,Otočec - Lešnica3248210.83.301.06.2026 10:10:00Normalen promet,Otočec - Lešnica,324,82,10.8,3.3,01.06.2026 10:10:00,Normalen promet
R2-448,Trebnje 2Priklj. Trebnje zahod - Trebnje2287415.83.101.06.2026 10:10:00Normalen promet,Priklj. Trebnje zahod - Trebnje,228,74,15.8,3.1,01.06.2026 10:10:00,Normalen promet
,Trebnje - Priklj. Trebnje zahod2407214.43.201.06.2026 10:10:00Normalen promet,Trebnje - Priklj. Trebnje zahod,240,72,14.4,3.2,01.06.2026 10:10:00,Normalen promet
R2-448,Mačkovec 2Mačkovec - NM Ločna420528.47.001.06.2026 10:05:00Normalen promet,Mačkovec - NM Ločna,420,52,8.4,7.0,01.06.2026 10:05:00,Normalen promet
,NM Ločna - Mačkovec360539.76.501.06.2026 10:05:00Normalen promet,NM Ločna - Mačkovec,360,53,9.7,6.5,01.06.2026 10:05:00,Normalen promet
R2-448,TrebnjeNovo Mesto - Trebnje609664.20.501.06.2026 10:05:00Normalen promet,Novo Mesto - Trebnje,60,96,64.2,0.5,01.06.2026 10:05:00,Normalen promet
,Trebnje - Novo Mesto609033.20.601.06.2026 10:05:00Normalen promet,Trebnje - Novo Mesto,60,90,33.2,0.6,01.06.2026 10:05:00,Normalen promet
R2-448,DragaDolenje Kronovo - Gor. Gomila485281.80.701.06.2026 10:10:00Normalen promet,Dolenje Kronovo - Gor. Gomila,48,52,81.8,0.7,01.06.2026 10:10:00,Normalen promet
,Gor. Gomila - Dolenje Kronovo605355.70.801.06.2026 10:10:00Normalen promet,Gor. Gomila - Dolenje Kronovo,60,53,55.7,0.8,01.06.2026 10:10:00,Normalen promet
R2-448,Gorenje KronovoKronovo - Otočec2166216.42.701.06.2026 10:05:00Normalen promet,Kronovo - Otočec,216,62,16.4,2.7,01.06.2026 10:05:00,Normalen promet
,Otočec - Kronovo1566826.22.001.06.2026 10:05:00Normalen promet,Otočec - Kronovo,156,68,26.2,2.0,01.06.2026 10:05:00,Normalen promet
R2-448,MačkovecLešnica - Mačkovec3367210.13.901.06.2026 10:10:00Normalen promet,Lešnica - Mačkovec,336,72,10.1,3.9,01.06.2026 10:10:00,Normalen promet
,Mačkovec - Lešnica3007511.73.501.06.2026 10:10:00Normalen promet,Mačkovec - Lešnica,300,75,11.7,3.5,01.06.2026 10:10:00,Normalen promet
R2-449,LenartLenart - Priključek Lenart396468.77.101.06.2026 10:10:00Normalen promet,Lenart - Priključek Lenart,396,46,8.7,7.1,01.06.2026 10:10:00,Normalen promet
,Priključek Lenart - Lenart396468.67.101.06.2026 10:10:00Normalen promet,Priključek Lenart - Lenart,396,46,8.6,7.1,01.06.2026 10:10:00,Normalen promet
R2-449,Podgrad pri G. RadgoniG. Radgona - Podgrad2525313.44.201.06.2026 10:05:00Normalen promet,G. Radgona - Podgrad,252,53,13.4,4.2,01.06.2026 10:05:00,Normalen promet
,Podgrad - G. Radgona3005010.74.901.06.2026 10:05:00Normalen promet,Podgrad - G. Radgona,300,50,10.7,4.9,01.06.2026 10:05:00,Normalen promet
R2-449,MočnaLenart - Pesnica725048.21.201.06.2026 10:10:00Normalen promet,Lenart - Pesnica,72,50,48.2,1.2,01.06.2026 10:10:00,Normalen promet
,Pesnica - Lenart1807018.92.001.06.2026 10:10:00Normalen promet,Pesnica - Lenart,180,70,18.9,2.0,01.06.2026 10:10:00,Normalen promet
R2-449,IhovaGornja Radgona - Lenart1686720.62.301.06.2026 10:10:00Normalen promet,Gornja Radgona - Lenart,168,67,20.6,2.3,01.06.2026 10:10:00,Normalen promet
,Lenart - Gornja Radgona1327025.12.301.06.2026 10:10:00Normalen promet,Lenart - Gornja Radgona,132,70,25.1,2.3,01.06.2026 10:10:00,Normalen promet
R2-450,RogozaAC priklj. Rogoza - Hoče3126110.74.501.06.2026 10:10:00Normalen promet,AC priklj. Rogoza - Hoče,312,61,10.7,4.5,01.06.2026 10:10:00,Normalen promet
,Hoče - AC priklj. Rogoza2645913.14.301.06.2026 10:10:00Normalen promet,Hoče - AC priklj. Rogoza,264,59,13.1,4.3,01.06.2026 10:10:00,Normalen promet
R2-451,ŽalecArja vas - Žalec2648012.13.001.06.2026 10:10:00Normalen promet,Arja vas - Žalec,264,80,12.1,3.0,01.06.2026 10:10:00,Normalen promet
,Žalec - Arja vas1927318.82.701.06.2026 10:10:00Normalen promet,Žalec - Arja vas,192,73,18.8,2.7,01.06.2026 10:10:00,Normalen promet
R2-452,Jesenice zahodHrušica - Plavž3006812.04.101.06.2026 10:10:00Normalen promet,Hrušica - Plavž,300,68,12.0,4.1,01.06.2026 10:10:00,Normalen promet
,Plavž - Hrušica2046516.42.601.06.2026 10:10:00Normalen promet,Plavž - Hrušica,204,65,16.4,2.6,01.06.2026 10:10:00,Normalen promet
R2-452,Slovenski JavornikJesenice - Sl. Javornik516486.69.101.06.2026 10:10:00Povečan promet,Jesenice - Sl. Javornik,516,48,6.6,9.1,01.06.2026 10:10:00,Povečan promet
,Sl. Javornik - Jesenice636505.010.401.06.2026 10:10:00Povečan promet,Sl. Javornik - Jesenice,636,50,5.0,10.4,01.06.2026 10:10:00,Povečan promet
R2-452,VrbaLesce - Žirovnica1447824.91.701.06.2026 10:10:00Normalen promet,Lesce - Žirovnica,144,78,24.9,1.7,01.06.2026 10:10:00,Normalen promet
,Žirovnica - Lesce3008310.32.901.06.2026 10:10:00Normalen promet,Žirovnica - Lesce,300,83,10.3,2.9,01.06.2026 10:10:00,Normalen promet
R2-452,Moste pri ŽirovniciJavornik - Žirovnica2886912.43.201.06.2026 10:10:00Normalen promet,Javornik - Žirovnica,288,69,12.4,3.2,01.06.2026 10:10:00,Normalen promet
,Žirovnica - Javornik1446525.21.801.06.2026 10:10:00Normalen promet,Žirovnica - Javornik,144,65,25.2,1.8,01.06.2026 10:10:00,Normalen promet
R2-452,RadovljicaKranj - Lesce3366410.74.401.06.2026 10:10:00Normalen promet,Kranj - Lesce,336,64,10.7,4.4,01.06.2026 10:10:00,Normalen promet
,Lesce - Kranj360569.05.401.06.2026 10:10:00Normalen promet,Lesce - Kranj,360,56,9.0,5.4,01.06.2026 10:10:00,Normalen promet
R2-452,Radovljica 2Kranj - Lesce966642.81.501.06.2026 10:05:00Normalen promet,Kranj - Lesce,96,66,42.8,1.5,01.06.2026 10:05:00,Normalen promet
,Lesce - Kranj1326426.61.701.06.2026 10:05:00Normalen promet,Lesce - Kranj,132,64,26.6,1.7,01.06.2026 10:05:00,Normalen promet
R2-454,Miklavž severMaribor - Miklavž3485811.24.801.06.2026 10:10:00Normalen promet,Maribor - Miklavž,348,58,11.2,4.8,01.06.2026 10:10:00,Normalen promet
,Miklavž - Maribor3485410.05.801.06.2026 10:10:00Povečan promet,Miklavž - Maribor,348,54,10.0,5.8,01.06.2026 10:10:00,Povečan promet
R2-454,StaršeHajdina - Miklavž1205732.91.701.06.2026 10:10:00Normalen promet,Hajdina - Miklavž,120,57,32.9,1.7,01.06.2026 10:10:00,Normalen promet
,Miklavž - Hajdnina1084832.71.701.06.2026 10:10:00Normalen promet,Miklavž - Hajdnina,108,48,32.7,1.7,01.06.2026 10:10:00,Normalen promet
R2-454,Zgornja HajdinaHajdina - priključek Hajdina360539.95.601.06.2026 10:10:00Normalen promet,Hajdina - priključek Hajdina,360,53,9.9,5.6,01.06.2026 10:10:00,Normalen promet
,priključek Hajdina - Hajdina1926218.12.701.06.2026 10:10:00Normalen promet,priključek Hajdina - Hajdina,192,62,18.1,2.7,01.06.2026 10:10:00,Normalen promet
R2-454,PobrežjeLancova vas - Turnišče605452.31.001.06.2026 10:10:00Normalen promet,Lancova vas - Turnišče,60,54,52.3,1.0,01.06.2026 10:10:00,Normalen promet
,Turnišče - Lancova vas607537.90.601.06.2026 10:10:00Normalen promet,Turnišče - Lancova vas,60,75,37.9,0.6,01.06.2026 10:10:00,Normalen promet
R3-608,Solkan 2Grgar - Solkan1323615.83.101.06.2026 10:10:00Normalen promet,Grgar - Solkan,132,36,15.8,3.1,01.06.2026 10:10:00,Normalen promet
,Solkan - Grgar483830.10.901.06.2026 10:10:00Normalen promet,Solkan - Grgar,48,38,30.1,0.9,01.06.2026 10:10:00,Normalen promet
R3-611,BatujeDornberk - Selo845035.71.301.06.2026 10:05:00Normalen promet,Dornberk - Selo,84,50,35.7,1.3,01.06.2026 10:05:00,Normalen promet
,Selo - Dornberk245181.10.301.06.2026 10:05:00Normalen promet,Selo - Dornberk,24,51,81.1,0.3,01.06.2026 10:05:00,Normalen promet
R3-613,KromberkAjševica - Kromberk492676.76.301.06.2026 10:10:00Povečan promet,Ajševica - Kromberk,492,67,6.7,6.3,01.06.2026 10:10:00,Povečan promet
,Kromberk - Ajševica456616.95.901.06.2026 10:10:00Povečan promet,Kromberk - Ajševica,456,61,6.9,5.9,01.06.2026 10:10:00,Povečan promet
R3-614,KostanjevicaKomen - Miren2434697.30.501.06.2026 10:10:00Normalen promet,Komen - Miren,24,34,697.3,0.5,01.06.2026 10:10:00,Normalen promet
,Miren - Komen1249487.00.101.06.2026 10:10:00Normalen promet,Miren - Komen,12,49,487.0,0.1,01.06.2026 10:10:00,Normalen promet
R3-614,TomačevicaKomen - Štanjel484593.00.801.06.2026 10:10:00Normalen promet,Komen - Štanjel,48,45,93.0,0.8,01.06.2026 10:10:00,Normalen promet
,Štanjel - Komen1247239.40.301.06.2026 10:10:00Normalen promet,Štanjel - Komen,12,47,239.4,0.3,01.06.2026 10:10:00,Normalen promet
R3-614,MančeManče - Štanjel1247283.10.101.06.2026 10:10:00Normalen promet,Manče - Štanjel,12,47,283.1,0.1,01.06.2026 10:10:00,Normalen promet
,Štanjel - Manče2445116.30.601.06.2026 10:10:00Normalen promet,Štanjel - Manče,24,45,116.3,0.6,01.06.2026 10:10:00,Normalen promet
R3-614,MirenGornji Miren - Miren2045718.02.901.06.2026 10:10:00Normalen promet,Gornji Miren - Miren,204,57,18.0,2.9,01.06.2026 10:10:00,Normalen promet
,Miren - Gornji Miren1085928.21.801.06.2026 10:10:00Normalen promet,Miren - Gornji Miren,108,59,28.2,1.8,01.06.2026 10:10:00,Normalen promet
R3-614,VrtojbaD. Vrtojba - Gornji Miren2047017.52.301.06.2026 10:05:00Normalen promet,D. Vrtojba - Gornji Miren,204,70,17.5,2.3,01.06.2026 10:05:00,Normalen promet
,Gornji Miren - D. Vrtojba2286715.52.801.06.2026 10:05:00Normalen promet,Gornji Miren - D. Vrtojba,228,67,15.5,2.8,01.06.2026 10:05:00,Normalen promet
R3-615,VogrskoPriključek Vogrsko - Tri Hiše2526316.64.201.06.2026 10:10:00Normalen promet,Priključek Vogrsko - Tri Hiše,252,63,16.6,4.2,01.06.2026 10:10:00,Normalen promet
,Tri Hiše - Priključek Vogrsko1807121.92.101.06.2026 10:10:00Normalen promet,Tri Hiše - Priključek Vogrsko,180,71,21.9,2.1,01.06.2026 10:10:00,Normalen promet
R3-615,Vogrsko 2Tri hiše - Volčja Draga1207129.81.401.06.2026 10:10:00Normalen promet,Tri hiše - Volčja Draga,120,71,29.8,1.4,01.06.2026 10:10:00,Normalen promet
,Volčja Draga - Tri hiše1326823.61.901.06.2026 10:10:00Normalen promet,Volčja Draga - Tri hiše,132,68,23.6,1.9,01.06.2026 10:10:00,Normalen promet
R3-617,KomenGorjansko - Komen364142.30.601.06.2026 10:10:00Normalen promet,Gorjansko - Komen,36,41,42.3,0.6,01.06.2026 10:10:00,Normalen promet
,Komen - Gorjansko484037.90.901.06.2026 10:10:00Normalen promet,Komen - Gorjansko,48,40,37.9,0.9,01.06.2026 10:10:00,Normalen promet
R3-619,Dol pri VogljahDutovlje - Repentabor365479.10.501.06.2026 10:10:00Normalen promet,Dutovlje - Repentabor,36,54,79.1,0.5,01.06.2026 10:10:00,Normalen promet
,Repentabor - Dutovlje3667161.70.401.06.2026 10:10:00Normalen promet,Repentabor - Dutovlje,36,67,161.7,0.4,01.06.2026 10:10:00,Normalen promet
R3-620,KazljeŠtanjel - Štorje2446258.00.401.06.2026 10:10:00Normalen promet,Štanjel - Štorje,24,46,258.0,0.4,01.06.2026 10:10:00,Normalen promet
,Štorje - Štanjel1244312.20.201.06.2026 10:10:00Normalen promet,Štorje - Štanjel,12,44,312.2,0.2,01.06.2026 10:10:00,Normalen promet
R3-621,HrušicaCol - Kalce365960.70.401.06.2026 10:10:00Normalen promet,Col - Kalce,36,59,60.7,0.4,01.06.2026 10:10:00,Normalen promet
,Kalce - Col4874108.80.301.06.2026 10:10:00Normalen promet,Kalce - Col,48,74,108.8,0.3,01.06.2026 10:10:00,Normalen promet
R3-625,VrtineBertoki - Sv. Anton1684620.43.501.06.2026 10:00:00Normalen promet,Bertoki - Sv. Anton,168,46,20.4,3.5,01.06.2026 10:00:00,Normalen promet
,Sv. Anton - Bertoki1804925.03.201.06.2026 10:00:00Normalen promet,Sv. Anton - Bertoki,180,49,25.0,3.2,01.06.2026 10:00:00,Normalen promet
R3-627,GabrovicaČrni Kal - Osp2439122.60.601.06.2026 10:10:00Normalen promet,Črni Kal - Osp,24,39,122.6,0.6,01.06.2026 10:10:00,Normalen promet
,Osp - Črni Kal122798.70.301.06.2026 10:10:00Normalen promet,Osp - Črni Kal,12,27,98.7,0.3,01.06.2026 10:10:00,Normalen promet
R3-628,DragonjaDragonja - Sečovlje967637.91.001.06.2026 10:10:00Normalen promet,Dragonja - Sečovlje,96,76,37.9,1.0,01.06.2026 10:10:00,Normalen promet
,Sečovlje - Dragonja486489.60.601.06.2026 10:10:00Normalen promet,Sečovlje - Dragonja,48,64,89.6,0.6,01.06.2026 10:10:00,Normalen promet
R3-629,Beli KrižPiran - Beli Križ - Valeta3243310.17.901.06.2026 10:05:00Normalen promet,Piran - Beli Križ - Valeta,324,33,10.1,7.9,01.06.2026 10:05:00,Normalen promet
,Valeta - Beli Križ - Piran2043914.74.301.06.2026 10:05:00Normalen promet,Valeta - Beli Križ - Piran,204,39,14.7,4.3,01.06.2026 10:05:00,Normalen promet
R3-632,VrbovoIlirska Bistrica - Zabiče727538.40.701.06.2026 10:10:00Normalen promet,Ilirska Bistrica - Zabiče,72,75,38.4,0.7,01.06.2026 10:10:00,Normalen promet
,Zabiče - Ilirska Bistrica3656119.20.501.06.2026 10:10:00Normalen promet,Zabiče - Ilirska Bistrica,36,56,119.2,0.5,01.06.2026 10:10:00,Normalen promet
R3-633,Srednja vasJereka - Jezero603264.82.601.06.2026 10:10:00Normalen promet,Jereka - Jezero,60,32,64.8,2.6,01.06.2026 10:10:00,Normalen promet
,Jezero - Jereka364495.40.601.06.2026 10:10:00Normalen promet,Jezero - Jereka,36,44,95.4,0.6,01.06.2026 10:10:00,Normalen promet
R3-634,Spodnje GorjeBled - Gorje216335.95.001.06.2026 10:10:00Povečan promet,Bled - Gorje,216,33,5.9,5.0,01.06.2026 10:10:00,Povečan promet
,Gorje - Bled252367.96.101.06.2026 10:10:00Normalen promet,Gorje - Bled,252,36,7.9,6.1,01.06.2026 10:10:00,Normalen promet
R3-634,KočnaBled - Jesenice605352.30.801.06.2026 10:05:00Normalen promet,Bled - Jesenice,60,53,52.3,0.8,01.06.2026 10:05:00,Normalen promet
,Jesenice - Bled1325330.42.001.06.2026 10:05:00Normalen promet,Jesenice - Bled,132,53,30.4,2.0,01.06.2026 10:05:00,Normalen promet
R3-635,Kamna GoricaLesce - Naklo1328141.91.001.06.2026 10:05:00Normalen promet,Lesce - Naklo,132,81,41.9,1.0,01.06.2026 10:05:00,Normalen promet
,Naklo-Lesce487355.90.601.06.2026 10:05:00Normalen promet,Naklo-Lesce,48,73,55.9,0.6,01.06.2026 10:05:00,Normalen promet
R3-636,PodtaborPodtabor - Zvirče965048.31.601.06.2026 10:05:00Normalen promet,Podtabor - Zvirče,96,50,48.3,1.6,01.06.2026 10:05:00,Normalen promet
,Zvirče - Podtabor1085031.61.901.06.2026 10:05:00Normalen promet,Zvirče - Podtabor,108,50,31.6,1.9,01.06.2026 10:05:00,Normalen promet
R3-638,ZabreznicaBegunje - Žirovnica963926.71.901.06.2026 10:00:00Normalen promet,Begunje - Žirovnica,96,39,26.7,1.9,01.06.2026 10:00:00,Normalen promet
,Žirovnica - Begunje723748.21.501.06.2026 10:00:00Normalen promet,Žirovnica - Begunje,72,37,48.2,1.5,01.06.2026 10:00:00,Normalen promet
R3-639,PovodjeŠmartno - Vodice606537.20.701.06.2026 10:10:00Normalen promet,Šmartno - Vodice,60,65,37.2,0.7,01.06.2026 10:10:00,Normalen promet
,Vodice - Šmartno1086533.31.301.06.2026 10:10:00Normalen promet,Vodice - Šmartno,108,65,33.3,1.3,01.06.2026 10:10:00,Normalen promet
R3-639,LJ TacenLJ Šentvid - LJ Šmartno3124411.05.801.06.2026 10:10:00Normalen promet,LJ Šentvid - LJ Šmartno,312,44,11.0,5.8,01.06.2026 10:10:00,Normalen promet
,LJ Šmartno - LJ Šentvid2643912.86.001.06.2026 10:10:00Normalen promet,LJ Šmartno - LJ Šentvid,264,39,12.8,6.0,01.06.2026 10:10:00,Normalen promet
R3-639,VodiceSp. Brnik - Vodice3363910.17.601.06.2026 10:10:00Normalen promet,Sp. Brnik - Vodice,336,39,10.1,7.6,01.06.2026 10:10:00,Normalen promet
,Vodice - Sp. Brnik964531.11.701.06.2026 10:10:00Normalen promet,Vodice - Sp. Brnik,96,45,31.1,1.7,01.06.2026 10:10:00,Normalen promet
R3-639,Zgornji BrnikCerklje - Sp. Brnik1925117.73.301.06.2026 10:10:00Normalen promet,Cerklje - Sp. Brnik,192,51,17.7,3.3,01.06.2026 10:10:00,Normalen promet
,Sp. Brnik - Cerklje965342.21.701.06.2026 10:10:00Normalen promet,Sp. Brnik - Cerklje,96,53,42.2,1.7,01.06.2026 10:10:00,Normalen promet
R3-640,Laze pri LogatcuLogatec - Rakek1259326.20.101.06.2026 10:10:00Normalen promet,Logatec - Rakek,12,59,326.2,0.1,01.06.2026 10:10:00,Normalen promet
,Rakek - Logatec2440314.60.401.06.2026 10:10:00Normalen promet,Rakek - Logatec,24,40,314.6,0.4,01.06.2026 10:10:00,Normalen promet
R3-641,Log pri Polhovem GradcuDobrova - Polhov Gradec1087430.91.301.06.2026 10:10:00Normalen promet,Dobrova - Polhov Gradec,108,74,30.9,1.3,01.06.2026 10:10:00,Normalen promet
,Polhov Gradec - Dobrova726843.51.101.06.2026 10:10:00Normalen promet,Polhov Gradec - Dobrova,72,68,43.5,1.1,01.06.2026 10:10:00,Normalen promet
R3-641,DobrovaDobrova - Ljubljana1804819.42.901.06.2026 10:10:00Normalen promet,Dobrova - Ljubljana,180,48,19.4,2.9,01.06.2026 10:10:00,Normalen promet
,Ljubljana - Dobrova3244810.75.401.06.2026 10:10:00Normalen promet,Ljubljana - Dobrova,324,48,10.7,5.4,01.06.2026 10:10:00,Normalen promet
R3-642,BorovnicaPodpeč - Vrhnika484365.20.901.06.2026 10:10:00Normalen promet,Podpeč - Vrhnika,48,43,65.2,0.9,01.06.2026 10:10:00,Normalen promet
,Vrhnika - Podpeč844642.91.501.06.2026 10:10:00Normalen promet,Vrhnika - Podpeč,84,46,42.9,1.5,01.06.2026 10:10:00,Normalen promet
R3-642,PodkrajIg - Podpeč484745.40.801.06.2026 10:05:00Normalen promet,Ig - Podpeč,48,47,45.4,0.8,01.06.2026 10:05:00,Normalen promet
,Podpeč - Ig365097.80.501.06.2026 10:05:00Normalen promet,Podpeč - Ig,36,50,97.8,0.5,01.06.2026 10:05:00,Normalen promet
R3-642,Ig 2Ig - LJ (Peruzzijeva)1446028.72.001.06.2026 10:10:00Normalen promet,Ig - LJ (Peruzzijeva),144,60,28.7,2.0,01.06.2026 10:10:00,Normalen promet
,LJ (Peruzzijeva) - Ig1686122.02.301.06.2026 10:10:00Normalen promet,LJ (Peruzzijeva) - Ig,168,61,22.0,2.3,01.06.2026 10:10:00,Normalen promet
R3-643,PreserjePodpeč - Rakitna4844124.80.901.06.2026 10:05:00Normalen promet,Podpeč - Rakitna,48,44,124.8,0.9,01.06.2026 10:05:00,Normalen promet
,Rakitna - Podpeč2442166.00.401.06.2026 10:05:00Normalen promet,Rakitna - Podpeč,24,42,166.0,0.4,01.06.2026 10:05:00,Normalen promet
R3-644,SneberjeLJ Sneberje - Šentjakob1924417.03.601.06.2026 10:10:00Normalen promet,LJ Sneberje - Šentjakob,192,44,17.0,3.6,01.06.2026 10:10:00,Normalen promet
,Šentjakob - LJ Sneberje3123910.87.801.06.2026 10:10:00Povečan promet,Šentjakob - LJ Sneberje,312,39,10.8,7.8,01.06.2026 10:10:00,Povečan promet
R3-644,PodgoricaDomžale - Šentjakob3364910.16.601.06.2026 10:05:00Normalen promet,Domžale - Šentjakob,336,49,10.1,6.6,01.06.2026 10:05:00,Normalen promet
,Šentjakob - Domžale348489.86.501.06.2026 10:05:00Normalen promet,Šentjakob - Domžale,348,48,9.8,6.5,01.06.2026 10:05:00,Normalen promet
